multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa
334,810 TCH,2023/08/21,invalid_hour,64.0,40,av libertador,,IMPAGA
335,57 777 70,2023/10/20,09:15 AM,,40,Av. Libertador,R01,ERROR
336,W326 AVE,invalid_date,invalid_hour,,40,ruta 9,,APELADA
337,57 777 70,11/09/2022,08:13,,40,Av Siempre Viva,R03,ERROR
338,BB 8986,14/12/2020,09:15 AM,,80,Av. Siempre Viva,,APELADA
339,BX 55 DOG,invalid_date,14:11,,60,Av. Libertador,R01,APELADA
340,T0Y DR,25/10/2021,18:15,105.0,40,Av. Libertador,R03,APELADA
341,BM -351,16/07/2020,14:11,,40,AV LIBERTADOR,,APELADA
342,66 111 72,03/12/2023,09:16 AM,79.0,40,Av. Libertador,R03,APELADA
343,,2023-05-07,08:13,,40,av libertador,,PAGADA
344,M VU 4688,2021-11-12,09:16 AM,,80,Av Siempre Viva,R01,IMPAGA
345,B 81 JKY,18/12/2022,14:11,,80,AV LIBERTADOR,,ERROR
346,WE FLYN,11/02/2021,14:11,,80,Av. Siempre Viva,,PAGADA
347,FVIO UHP,05/04/2023,18:16,51.0,60,Av Siempre Viva,,APELADA
348,BP717,30/01/2024,invalid_hour,,40,Av. Libertador,R02,PAGADA
349,UM 96 201,28/03/2023,18:16,,80,AV LIBERTADOR,R02,PAGADA
350,HAMSTUR,2020/03/08,18:16,,40,Av Siempre Viva,R01,APELADA
351,VTII AHV,09/09/2022,18:16,,40,AV LIBERTADOR,R03,PAGADA
352,DK 414 N,2020-09-02,invalid_hour,,40,av libertador,R01,IMPAGA
353,FVIO UHP,22/02/2023,14:12,127.0,80,AV LIBERTADOR,,PAGADA
354,HF 58 HXP,2020/12/25,14:12,105.0,80,AV LIBERTADOR,R01,APELADA
355,TL03 GOG,2022-05-02,09:16 AM,,60,av libertador,R02,PAGADA
356,MX60 NZA,2022/09/11,09:16 AM,67.0,60,AV LIBERTADOR,R02,PAGADA
357,FD 1475,2020/04/17,09:16 AM,,40,AV LIBERTADOR,R01,PAGADA
358,INTIGR8,14/10/2022,18:16,,40,AV LIBERTADOR,R03,APELADA
359,831 MDB,2020/10/21,18:17,,40,ruta 9,R02,APELADA
360,INTIGR8,2022-12-24,invalid_hour,,80,ruta 9,,IMPAGA
361,589222,invalid_date,09:17 AM,,40,Ruta 9,,PAGADA
362,,2020/11/28,14:12,65.0,40,ruta 9,,APELADA
363,HAMSTUR,12/11/2020,18:17,,60,Av. Siempre Viva,,IMPAGA
364,HK 06 YMX,invalid_date,14:12,90.0,40,AV LIBERTADOR,R02,PAGADA
365,RFH 373,27/11/2022,14:12,,40,Av. Libertador,R02,ERROR
366,GE 1466,invalid_date,09:17 AM,,40,Av. Libertador,R02,APELADA
367,691 XC 80,2023/12/19,09:17 AM,,60,Av. Libertador,R03,APELADA
368,GOOGLE,29/11/2022,08:14,,80,Av. Libertador,R02,ERROR
369,X IIUME,01/01/2023,invalid_hour,,80,av libertador,R01,IMPAGA
370,UM 96 201,21/03/2023,invalid_hour,,60,Ruta 9,R02,ERROR
371,8B90638,2023/10/10,18:17,90.0,40,ruta 9,R01,IMPAGA
372,WE FLYN,2024/02/02,14:13,,40,Av. Siempre Viva,R03,APELADA
373,M VU 4688,2021-10-21,invalid_hour,,60,Av Siempre Viva,R02,IMPAGA
374,810 TCH,2022/05/28,09:17 AM,,60,AV LIBERTADOR,,PAGADA
375,YLO8 WUE,2024-01-16,09:17 AM,80.0,80,AV LIBERTADOR,,PAGADA
376,831 MDB,2021/06/08,09:18 AM,,60,Av. Libertador,R01,IMPAGA
377,GLEN1E,02/05/2020,invalid_hour,,60,Av Siempre Viva,,IMPAGA
378,M PX 9357,invalid_date,18:17,,80,Av. Libertador,R02,APELADA
379,VTII AHV,2021-01-11,invalid_hour,,60,Av. Libertador,,IMPAGA
380,691 XC 80,2023/09/29,09:18 AM,103.0,80,Av. Libertador,R01,APELADA
381,BM -351,invalid_date,09:18 AM,,60,Av. Libertador,R02,IMPAGA
382,589222,invalid_date,08:14,135.0,80,Av Siempre Viva,R01,IMPAGA
383,0695 DVH,2023-12-16,18:17,63.0,40,av libertador,R01,ERROR
384,DI2 LOT,12/10/2021,09:18 AM,,60,Av. Libertador,R01,ERROR
385,409,14/07/2021,08:14,45.0,40,Av. Libertador,R02,APELADA
386,RFH 373,2021-02-21,18:18,,60,Av. Libertador,R01,IMPAGA
387,MX60 NZA,2022/11/11,invalid_hour,125.0,60,Av. Siempre Viva,R02,IMPAGA
388,81-ZF-JD,2020-11-21,09:18 AM,119.0,40,Av. Libertador,R03,ERROR
389,GE 1466,2023-02-18,14:13,112.0,80,av libertador,R03,IMPAGA
390,YLO8 WUE,invalid_date,09:19 AM,,40,AV LIBERTADOR,,IMPAGA
391,B 81 JKY,invalid_date,08:14,,60,Ruta 9,R02,IMPAGA
392,J1S1,invalid_date,18:18,134.0,60,ruta 9,,PAGADA
393,,2021-12-19,invalid_hour,57.0,40,AV LIBERTADOR,R02,IMPAGA
394,GLEN1E,2023-05-05,09:19 AM,133.0,80,Av Siempre Viva,R02,ERROR
395,OUTSTDN,2020/04/12,18:18,,80,Av Siempre Viva,R01,IMPAGA
396,41 RS TZ,2022/11/16,14:13,90.0,80,av libertador,,ERROR
397,HF 3461,2020-07-01,invalid_hour,94.0,80,ruta 9,R02,APELADA
398,66 111 72,invalid_date,08:14,,80,Av Siempre Viva,,PAGADA
399,810 TCH,invalid_date,09:19 AM,69.0,40,Av Siempre Viva,R03,IMPAGA
400,BM -351,28/01/2021,invalid_hour,94.0,60,Ruta 9,,ERROR
401,M PX 9357,2020-08-27,invalid_hour,,40,Av. Siempre Viva,,ERROR
402,YLO8 WUE,invalid_date,09:19 AM,119.0,60,Ruta 9,R02,APELADA
403,691 XC 80,invalid_date,14:13,57.0,60,ruta 9,R02,PAGADA
404,PIW 4215,invalid_date,18:18,49.0,40,Av. Siempre Viva,R03,PAGADA
405,HF 58 HXP,invalid_date,09:19 AM,118.0,80,Av. Siempre Viva,,ERROR
406,WU08 YWC,invalid_date,09:20 AM,155.0,80,Av. Libertador,R02,PAGADA
407,6EVY261,2022/06/20,08:15,115.0,60,ruta 9,R01,PAGADA
408,M VU 4688,2022-06-15,18:18,91.0,40,av libertador,R02,IMPAGA
409,HK 06 YMX,07/01/2020,08:15,,60,ruta 9,R03,ERROR
410,UM 96 201,2023/01/08,invalid_hour,98.0,60,Av Siempre Viva,R01,PAGADA
411,AI7 OVF,invalid_date,invalid_hour,30.0,40,av libertador,R02,PAGADA
412,41 RS TZ,20/04/2022,08:15,104.0,60,Av Siempre Viva,R03,ERROR
413,CT5 B876,2021/03/23,18:19,104.0,60,Av Siempre Viva,,PAGADA
414,YLO8 WUE,2021/02/19,09:20 AM,59.0,40,AV LIBERTADOR,R02,IMPAGA
415,691 XC 80,2023/03/25,18:19,,80,AV LIBERTADOR,R01,APELADA
416,BX 55 DOG,invalid_date,14:13,97.0,40,av libertador,R01,IMPAGA
417,41 RS TZ,29/07/2020,09:20 AM,,60,Av. Siempre Viva,R03,IMPAGA
418,WU 341 A,invalid_date,09:20 AM,90.0,40,Av Siempre Viva,R03,ERROR
419,T0Y DR,2020/07/18,08:15,61.0,60,Ruta 9,R02,APELADA
420,831 MDB,10/09/2022,18:19,,40,AV LIBERTADOR,R02,PAGADA
421,X IIUME,2020-04-25,08:15,115.0,40,Ruta 9,R02,PAGADA
422,X IIUME,2024/01/17,18:19,116.0,60,Av. Siempre Viva,R01,IMPAGA
423,DK 414 N,2022/07/24,invalid_hour,,60,Av. Libertador,,IMPAGA
424,X IIUME,2023/05/26,14:14,89.0,40,AV LIBERTADOR,R01,ERROR
425,BP717,2023-01-15,08:16,,80,Ruta 9,R03,APELADA
426,BB 8986,27/05/2023,18:19,,40,Av. Libertador,R03,PAGADA
427,BM -351,invalid_date,18:20,71.0,80,av libertador,R02,PAGADA
428,GN64 OTP,2023/07/01,09:20 AM,68.0,60,ruta 9,R03,APELADA
429,BM -351,2023/05/14,14:14,,60,Ruta 9,R02,APELADA
430,FVIO UHP,2023/11/13,invalid_hour,71.0,40,Ruta 9,,APELADA
431,X IIUME,2020/12/02,18:20,114.0,80,AV LIBERTADOR,,IMPAGA
432,6NCE831,20/06/2023,09:21 AM,88.0,80,ruta 9,R01,PAGADA
433,VY 90 540,invalid_date,08:16,66.0,60,ruta 9,R03,APELADA
434,GLEN1E,2021/11/24,18:20,70.0,60,Av Siempre Viva,,ERROR
435,T0Y DR,2021/10/11,invalid_hour,91.0,60,Ruta 9,R01,PAGADA
436,409,2022/12/10,09:21 AM,86.0,60,ruta 9,,ERROR
437,WU08 YWC,invalid_date,09:21 AM,53.0,40,ruta 9,R01,ERROR
438,CT5 B876,26/08/2022,18:20,75.0,80,Av Siempre Viva,R01,APELADA
439,UM 96 201,2021/02/06,18:20,,80,Av Siempre Viva,R03,IMPAGA
440,GN64 OTP,06/12/2022,08:16,,60,ruta 9,R02,APELADA
441,691 XC 80,13/08/2021,18:21,117.0,60,Av. Siempre Viva,R01,ERROR
442,6NCE831,2021/04/29,14:14,,80,Av. Libertador,,IMPAGA
443,8B90638,2020-02-27,08:16,,60,ruta 9,,IMPAGA
444,3646 HBH,2022/01/18,invalid_hour,74.0,60,Av. Libertador,R02,PAGADA
445,HAMSTUR,invalid_date,09:21 AM,72.0,40,Av Siempre Viva,,ERROR
446,6NCE831,2023-04-12,18:21,,40,Av. Libertador,,IMPAGA
447,M43 1ZW,02/02/2022,invalid_hour,,80,Av. Siempre Viva,R02,PAGADA
448,589222,invalid_date,invalid_hour,,40,AV LIBERTADOR,R03,PAGADA
449,CD 056 01,2023/09/23,09:21 AM,99.0,80,AV LIBERTADOR,R02,IMPAGA
450,990 XYK,2021/10/19,09:22 AM,30.0,40,Av. Siempre Viva,,APELADA
451,6NCE831,21/06/2020,invalid_hour,160.0,80,av libertador,,APELADA
452,OUTSTDN,2023-07-17,14:14,122.0,80,Av. Libertador,,APELADA
453,M PX 9357,27/04/2023,invalid_hour,,80,Av. Siempre Viva,,PAGADA
454,INTIGR8,24/03/2020,invalid_hour,,60,Av Siempre Viva,R03,PAGADA
455,HK 06 YMX,2020/05/14,09:22 AM,82.0,40,Av Siempre Viva,,ERROR
456,X IIUME,05/05/2020,18:21,116.0,80,Av. Libertador,R02,IMPAGA
457,T0Y DR,2023-09-22,09:22 AM,,40,av libertador,,IMPAGA
458,HF 58 HXP,invalid_date,invalid_hour,,40,Av Siempre Viva,R02,PAGADA
459,GE 1466,2020-12-26,09:22 AM,,80,AV LIBERTADOR,,APELADA
460,81-ZF-JD,29/06/2021,18:21,95.0,60,ruta 9,R02,ERROR
461,M20 CPR,invalid_date,08:16,125.0,80,Av Siempre Viva,R01,ERROR
462,INTIGR8,invalid_date,invalid_hour,80.0,80,Av. Siempre Viva,,IMPAGA
463,831 MDB,2021/05/07,14:14,,60,av libertador,R02,IMPAGA
464,T0Y DR,30/11/2022,18:21,98.0,40,Av. Libertador,,APELADA
465,BP717,invalid_date,18:22,31.0,40,Av. Siempre Viva,R02,PAGADA
466,VTII AHV,invalid_date,14:15,77.0,80,Av Siempre Viva,R01,APELADA
467,OUTSTDN,2022-02-14,invalid_hour,146.0,80,Av. Siempre Viva,R01,PAGADA
468,VY 90 540,2020-02-11,09:22 AM,,60,Ruta 9,R01,APELADA
469,NTHG LFT,23/04/2021,invalid_hour,115.0,80,AV LIBERTADOR,,PAGADA
470,YLO8 WUE,invalid_date,18:22,,80,Ruta 9,,IMPAGA
471,B 81 JKY,2020/01/11,invalid_hour,84.0,60,Av Siempre Viva,R03,PAGADA
472,YLO8 WUE,28/04/2020,invalid_hour,75.0,40,AV LIBERTADOR,R02,PAGADA
473,29 999 61,29/03/2021,18:22,99.0,60,Av Siempre Viva,R03,IMPAGA
474,M PX 9357,invalid_date,18:22,,60,Ruta 9,R03,PAGADA
475,NTHG LFT,invalid_date,08:17,,40,Ruta 9,R03,ERROR
476,6NCE831,invalid_date,invalid_hour,106.0,60,Av Siempre Viva,R03,PAGADA
477,57 777 70,2021-01-01,14:15,,40,Av Siempre Viva,,APELADA
478,T0Y DR,2021/11/08,invalid_hour,,40,av libertador,,APELADA
479,PIW 4215,2022-11-03,18:22,94.0,80,AV LIBERTADOR,R01,PAGADA
480,UW3932,2021/02/16,invalid_hour,54.0,60,Ruta 9,R03,ERROR
481,831 MDB,2020/01/06,09:23 AM,93.0,80,ruta 9,R03,IMPAGA
482,691 XC 80,invalid_date,18:23,106.0,40,ruta 9,R03,ERROR
483,UW3932,2022/08/12,08:17,,40,Ruta 9,R02,APELADA
484,UM 96 201,2023-04-14,08:17,77.0,40,Av Siempre Viva,R02,IMPAGA
485,3646 HBH,29/05/2020,14:15,,40,AV LIBERTADOR,R01,IMPAGA
486,691 XC 80,20/05/2020,18:23,92.0,60,Av. Siempre Viva,R01,ERROR
487,N HZ 1002,06/02/2024,18:23,93.0,80,av libertador,R01,ERROR
488,66 111 72,2020/03/31,14:15,100.0,60,av libertador,R03,PAGADA
489,NTHG LFT,2020/05/27,14:15,,40,ruta 9,,IMPAGA
490,81-ZF-JD,10/04/2020,09:23 AM,62.0,40,Av. Siempre Viva,R03,IMPAGA
491,BX 55 DOG,07/09/2023,09:23 AM,61.0,40,Ruta 9,,PAGADA
492,M43 1ZW,2020/05/29,09:23 AM,62.0,40,Av Siempre Viva,R02,APELADA
493,M PX 9357,invalid_date,09:23 AM,80.0,60,AV LIBERTADOR,R02,PAGADA
494,VNK296 GP,2021/08/22,18:23,,60,Av Siempre Viva,,ERROR
495,HF 3461,15/09/2023,09:24 AM,111.0,80,av libertador,R01,ERROR
496,NTHG LFT,2021/11/02,invalid_hour,,60,Av. Libertador,R02,APELADA
497,BB 8986,2020/07/14,14:16,150.0,80,Av Siempre Viva,R02,IMPAGA
498,BX 55 DOG,2021/01/23,invalid_hour,103.0,60,Ruta 9,R03,APELADA
499,AWS 167,13/02/2020,08:17,51.0,40,av libertador,,ERROR
500,GCP332,27/06/2020,invalid_hour,63.0,40,ruta 9,,PAGADA
501,GLEN1E,2020-03-13,invalid_hour,,40,Av. Siempre Viva,R03,IMPAGA
502,GN64 OTP,2022-08-06,09:24 AM,,80,av libertador,R03,ERROR
503,GN64 OTP,invalid_date,invalid_hour,,80,Av Siempre Viva,R02,IMPAGA
504,M VU 4688,invalid_date,08:17,,60,av libertador,R03,PAGADA
505,UM 96 201,invalid_date,08:18,131.0,60,ruta 9,,APELADA
506,691 XC 80,2023-12-31,14:16,53.0,40,av libertador,R01,PAGADA
507,CD 056 01,invalid_date,18:23,71.0,60,av libertador,R01,ERROR
508,99 998 68,2021/12/08,09:24 AM,,40,Av Siempre Viva,R02,APELADA
509,VY 90 540,2022/09/05,14:16,143.0,80,Ruta 9,,ERROR
510,6EVY261,15/10/2023,invalid_hour,33.0,40,ruta 9,R01,APELADA
511,409,2021/04/05,08:18,62.0,60,ruta 9,R01,APELADA
512,YLO8 WUE,23/01/2020,invalid_hour,42.0,40,Av Siempre Viva,R03,IMPAGA
513,T0Y DR,2020/12/23,18:24,133.0,80,Ruta 9,,PAGADA
514,99 998 68,09/02/2022,09:24 AM,71.0,40,Av. Siempre Viva,R02,APELADA
515,MX60 NZA,invalid_date,18:24,117.0,80,av libertador,R02,PAGADA
516,FVIO UHP,2020-02-05,08:18,,40,Av. Siempre Viva,R02,PAGADA
517,AI7 OVF,18/08/2020,08:18,54.0,60,Ruta 9,,ERROR
518,GOOGLE,2023-11-12,18:24,146.0,80,Av. Siempre Viva,R01,APELADA
519,WU08 YWC,15/10/2022,08:18,100.0,40,Av. Libertador,R01,IMPAGA
520,PIW 4215,24/08/2021,14:16,,80,Av Siempre Viva,R02,IMPAGA
521,HK 06 YMX,2022-04-06,14:16,,60,Av. Libertador,R03,IMPAGA
522,AI7 OVF,2020/02/20,invalid_hour,57.0,60,Av Siempre Viva,R02,APELADA
523,DI2 LOT,30/05/2023,08:19,,40,AV LIBERTADOR,R01,ERROR
524,HF 3461,2020-01-28,18:24,87.0,80,Av. Libertador,R03,IMPAGA
525,W326 AVE,invalid_date,08:19,,60,av libertador,R02,APELADA
526,FD 1475,30/07/2022,invalid_hour,129.0,60,av libertador,R02,APELADA
527,J1S1,invalid_date,18:24,158.0,80,Ruta 9,R02,ERROR
528,3646 HBH,invalid_date,14:17,,40,Av. Libertador,R01,APELADA
529,589222,10/01/2020,18:25,77.0,80,ruta 9,R01,APELADA
530,691 XC 80,20/07/2021,09:24 AM,,60,av libertador,R01,IMPAGA
531,BM -351,2022-03-04,14:17,,60,av libertador,R01,ERROR
532,BM -351,02/09/2021,09:25 AM,,60,ruta 9,,IMPAGA
533,VNK296 GP,invalid_date,09:25 AM,120.0,60,Ruta 9,R02,ERROR
534,409,03/01/2020,14:17,,40,ruta 9,,APELADA
535,HF 58 HXP,17/02/2021,18:25,,40,Av. Siempre Viva,R03,PAGADA
536,HAMSTUR,invalid_date,08:19,47.0,40,Av. Siempre Viva,R02,PAGADA
537,VTII AHV,invalid_date,14:17,,80,Av. Libertador,R01,PAGADA
538,DK 414 N,2023/03/08,09:25 AM,31.0,40,ruta 9,R03,APELADA
539,OUTSTDN,2023/08/19,09:25 AM,85.0,60,Av. Libertador,,IMPAGA
540,CBM UK,2022-12-19,08:19,,80,Av. Siempre Viva,R03,PAGADA
541,WE FLYN,2020/06/25,08:19,118.0,40,ruta 9,R03,APELADA
542,UM 96 201,2022-09-24,08:20,,40,Av. Libertador,R02,ERROR
543,990 XYK,2022/10/16,14:17,,80,AV LIBERTADOR,,PAGADA
544,VY 90 540,2022/09/15,18:25,101.0,80,Av. Siempre Viva,,ERROR
545,WE FLYN,invalid_date,09:25 AM,81.0,60,Av Siempre Viva,R01,IMPAGA
546,T0Y DR,invalid_date,08:20,,80,Av. Siempre Viva,R01,IMPAGA
547,X IIUME,05/03/2020,14:18,,60,Av. Siempre Viva,R01,IMPAGA
548,HF 58 HXP,2021-08-07,invalid_hour,,80,ruta 9,R03,IMPAGA
549,WU08 YWC,2022-02-18,18:25,,80,AV LIBERTADOR,R02,IMPAGA
550,FVIO UHP,invalid_date,08:20,75.0,60,Ruta 9,,IMPAGA
551,MX60 NZA,2020/01/22,invalid_hour,90.0,60,ruta 9,R02,IMPAGA
552,HAMSTUR,01/03/2022,14:18,,80,Ruta 9,,APELADA
553,DK 414 N,invalid_date,09:26 AM,55.0,40,Av. Siempre Viva,R02,ERROR
554,691 XC 80,invalid_date,08:20,,60,ruta 9,,APELADA
555,HAMSTUR,2023-02-19,14:18,98.0,40,av libertador,R01,APELADA
556,FVIO UHP,2022-09-30,invalid_hour,,40,av libertador,R03,ERROR
557,VTII AHV,2022-01-26,invalid_hour,52.0,40,AV LIBERTADOR,,PAGADA
558,CBM UK,2020/12/25,invalid_hour,,80,Av Siempre Viva,,IMPAGA
559,NTHG LFT,18/03/2021,09:26 AM,,40,Av Siempre Viva,,APELADA
560,WU08 YWC,invalid_date,14:18,,40,ruta 9,R03,IMPAGA
561,TL03 GOG,06/06/2022,invalid_hour,116.0,80,ruta 9,,APELADA
562,HK 06 YMX,invalid_date,09:26 AM,,40,ruta 9,R03,ERROR
563,3646 HBH,invalid_date,18:25,,40,AV LIBERTADOR,,PAGADA
564,66 111 72,invalid_date,14:18,118.0,80,Av. Libertador,R03,APELADA
565,6NCE831,2021-12-16,14:19,134.0,80,AV LIBERTADOR,R02,APELADA
566,99 998 68,2020/06/04,invalid_hour,,80,Av Siempre Viva,R03,ERROR
567,29 999 61,2022-07-30,invalid_hour,30.0,40,av libertador,R03,PAGADA
568,BHRP 770,2022/09/06,08:20,153.0,80,Ruta 9,R03,ERROR
569,FD 1475,2022/02/23,09:26 AM,132.0,60,Av. Siempre Viva,,APELADA
570,FVIO UHP,2021-01-06,14:19,,80,Av. Libertador,R03,IMPAGA
571,FVIO UHP,invalid_date,09:26 AM,87.0,60,Ruta 9,R01,IMPAGA
572,589222,invalid_date,09:27 AM,,40,Av. Siempre Viva,,IMPAGA
573,41 RS TZ,2020/04/05,08:21,80.0,80,Av. Libertador,,IMPAGA
574,GE 1466,invalid_date,18:26,78.0,60,Ruta 9,R01,APELADA
575,T0Y DR,invalid_date,08:21,,40,av libertador,R03,ERROR
576,B 81 JKY,2021-07-17,14:19,80.0,40,Av. Libertador,R02,ERROR
577,N HZ 1002,28/12/2021,14:19,34.0,40,Ruta 9,R01,PAGADA
578,HF 3461,invalid_date,09:27 AM,126.0,80,Av Siempre Viva,R02,APELADA
579,BX 55 DOG,20/06/2021,09:27 AM,139.0,60,ruta 9,,PAGADA
580,81-ZF-JD,invalid_date,14:19,,60,av libertador,R02,PAGADA
581,8B90638,2021/11/17,18:26,107.0,60,av libertador,R03,APELADA
582,INTIGR8,2020-06-14,14:20,95.0,60,Av. Siempre Viva,R01,APELADA
583,DK 414 N,2020-07-04,08:21,76.0,60,Av. Siempre Viva,R03,APELADA
584,NTHG LFT,22/09/2022,18:26,,40,av libertador,R01,ERROR
585,MX60 NZA,2023-09-25,18:26,,60,Av. Libertador,R03,ERROR
586,YLO8 WUE,invalid_date,08:21,,60,Av. Siempre Viva,R01,APELADA
587,HF 3461,2021/04/15,invalid_hour,100.0,40,Av. Siempre Viva,R01,PAGADA
588,831 MDB,2023/05/25,18:26,,80,ruta 9,R02,ERROR
589,J1S1,invalid_date,09:27 AM,145.0,80,Ruta 9,,PAGADA
590,PIW 4215,2020-08-13,09:27 AM,,60,Av. Libertador,R02,APELADA
591,BHRP 770,invalid_date,18:27,,40,Av. Libertador,R01,ERROR
592,B 81 JKY,invalid_date,invalid_hour,,80,ruta 9,R03,PAGADA
593,B 81 JKY,01/06/2022,18:27,141.0,80,Av. Siempre Viva,R02,PAGADA
594,81-ZF-JD,2020-03-19,18:27,,80,Av. Libertador,R02,PAGADA
595,NTHG LFT,2021-08-23,08:21,,40,Av Siempre Viva,R03,APELADA
596,UM 96 201,invalid_date,09:28 AM,32.0,40,Ruta 9,R02,PAGADA
597,0695 DVH,2020-01-01,09:28 AM,,80,Av Siempre Viva,R03,IMPAGA
598,CD 056 01,2022-07-11,invalid_hour,,60,Ruta 9,R01,APELADA
599,831 MDB,2021-04-17,18:27,,60,Av Siempre Viva,R02,ERROR
600,WE FLYN,2021/01/16,14:20,153.0,80,av libertador,R03,IMPAGA
601,X IIUME,2021-10-16,invalid_hour,,80,Av. Libertador,R02,IMPAGA
602,HF 3461,2020-08-04,14:20,,40,ruta 9,R02,PAGADA
603,BB 8986,2022-03-29,08:22,52.0,60,Ruta 9,R01,PAGADA
604,B 81 JKY,2021/11/28,09:28 AM,,80,ruta 9,,PAGADA
605,MX60 NZA,2020/11/18,14:20,105.0,60,AV LIBERTADOR,,PAGADA
606,N HZ 1002,invalid_date,18:27,41.0,40,Ruta 9,R03,APELADA
607,66 111 72,invalid_date,14:20,,60,Av. Libertador,R03,APELADA
608,FD 1475,21/10/2020,08:22,113.0,80,Av. Libertador,R02,APELADA
609,N HZ 1002,invalid_date,14:21,,80,Av. Libertador,R01,PAGADA
610,M20 CPR,20/09/2020,14:21,85.0,80,Av Siempre Viva,,ERROR
611,X IIUME,2021/10/29,18:28,,60,Av. Libertador,R03,APELADA
612,HAMSTUR,2024-01-26,09:28 AM,109.0,60,Av Siempre Viva,,IMPAGA
613,T0Y DR,invalid_date,08:22,111.0,80,AV LIBERTADOR,R03,APELADA
614,M PX 9357,2023/05/29,09:28 AM,,60,Av. Siempre Viva,R01,IMPAGA
615,GOOGLE,invalid_date,18:28,116.0,80,Ruta 9,R03,APELADA
616,HF 58 HXP,2022/10/22,14:21,76.0,60,Av. Siempre Viva,R02,PAGADA
617,CBM UK,2022/08/10,14:21,,60,Av. Libertador,R01,PAGADA
618,VTII AHV,2020-01-26,08:22,,60,Ruta 9,R03,PAGADA
619,VY 90 540,invalid_date,08:22,,40,Av Siempre Viva,R02,ERROR
620,VY 90 540,11/11/2023,18:28,,60,Av. Libertador,,IMPAGA
621,VTII AHV,2022-06-03,09:29 AM,,80,AV LIBERTADOR,,APELADA
622,VNK296 GP,03/06/2020,09:29 AM,69.0,40,AV LIBERTADOR,,ERROR
623,DI2 LOT,07/10/2021,18:28,,60,Av. Siempre Viva,R01,ERROR
624,41 RS TZ,invalid_date,08:23,140.0,80,AV LIBERTADOR,R01,ERROR
625,VTII AHV,invalid_date,09:29 AM,97.0,80,AV LIBERTADOR,R01,APELADA
626,589222,invalid_date,09:29 AM,131.0,80,Av. Siempre Viva,R02,PAGADA
627,M43 1ZW,invalid_date,18:28,146.0,80,Av. Siempre Viva,R02,ERROR
628,VNK296 GP,2020-08-09,invalid_hour,56.0,60,Ruta 9,R01,IMPAGA
629,FVIO UHP,invalid_date,invalid_hour,88.0,40,Av Siempre Viva,R02,APELADA
630,6NCE831,invalid_date,18:29,,80,Av. Siempre Viva,R03,APELADA
631,,2021-02-19,09:29 AM,,80,Av. Siempre Viva,R03,PAGADA
632,T0Y DR,2022-04-17,18:29,,40,Av Siempre Viva,R03,ERROR
633,M VU 4688,2022-07-03,invalid_hour,,40,Av Siempre Viva,R03,PAGADA
634,INTIGR8,2022-01-09,18:29,,80,ruta 9,R02,IMPAGA
635,GN64 OTP,invalid_date,invalid_hour,,40,av libertador,R02,ERROR
636,BB 8986,invalid_date,invalid_hour,101.0,60,ruta 9,R03,ERROR
637,FVIO UHP,2021-03-30,08:23,139.0,60,Av Siempre Viva,R03,IMPAGA
638,HAMSTUR,2022/08/15,invalid_hour,,60,Av. Siempre Viva,R02,ERROR
639,M PX 9357,28/11/2022,14:21,134.0,60,ruta 9,R02,IMPAGA
640,FD 1475,invalid_date,09:30 AM,,80,Av. Libertador,R02,APELADA
641,M PX 9357,2023-03-04,18:29,,80,AV LIBERTADOR,R03,APELADA
642,MX60 NZA,invalid_date,invalid_hour,,60,Ruta 9,,APELADA
643,YLO8 WUE,2023-02-02,14:22,87.0,60,Av Siempre Viva,R02,PAGADA
644,VNK296 GP,2022/09/18,18:29,116.0,40,ruta 9,R03,ERROR
645,GE 1466,invalid_date,18:30,76.0,80,Av Siempre Viva,R01,APELADA
646,CD 056 01,invalid_date,08:23,39.0,40,Av. Siempre Viva,R03,ERROR
647,HK 06 YMX,2020-09-30,14:22,95.0,80,ruta 9,R03,IMPAGA
648,TL03 GOG,2022/02/14,09:30 AM,85.0,60,Ruta 9,R03,IMPAGA
649,57 777 70,25/12/2023,09:30 AM,104.0,60,ruta 9,,IMPAGA
650,NTHG LFT,14/06/2020,invalid_hour,86.0,80,Av. Libertador,R03,PAGADA
651,6NCE831,17/09/2022,09:30 AM,93.0,60,av libertador,,PAGADA
652,HAMSTUR,10/06/2022,14:22,75.0,40,Av. Siempre Viva,R03,PAGADA
653,BB 8986,2023-07-19,09:30 AM,,40,AV LIBERTADOR,R02,APELADA
654,OUTSTDN,2023/09/12,18:30,53.0,40,ruta 9,R03,ERROR
655,M PX 9357,2021-11-19,14:22,137.0,80,Av. Siempre Viva,,PAGADA
656,3646 HBH,03/11/2022,18:30,,80,ruta 9,R01,PAGADA
657,66 111 72,invalid_date,08:23,,80,Ruta 9,R02,IMPAGA
658,BB 8986,2021/10/05,09:31 AM,,40,ruta 9,R01,PAGADA
659,PIW 4215,2022/10/27,invalid_hour,,80,Ruta 9,R03,IMPAGA
660,6EVY261,30/07/2021,invalid_hour,,60,ruta 9,R02,APELADA
661,CD 056 01,2021-01-04,14:22,,60,Av Siempre Viva,R03,IMPAGA
662,41 RS TZ,2021-03-01,14:23,112.0,60,Ruta 9,,ERROR
663,,22/05/2020,08:23,,40,AV LIBERTADOR,R03,APELADA
664,PIW 4215,2022/03/08,18:30,73.0,40,ruta 9,R02,IMPAGA
